id,split,V,A,D,teks
118CWL049_1328_1396,train,3.4,3.1,3.0,Dengan menyumbang $ 1.000 Anda dapat mendukung satu pertandingan selama satu tahun.
118CWL049_1397_1512,train,3.25,2.88,2.88,Uang ini memelihara infrastruktur yang mendorong dan mendukung pengembangan hubungan yang efektif.
118CWL049_1513_1652,train,3.09,2.73,3.18,"Ini termasuk proses penyaringan sukarelawan, orientasi, pelatihan dan pengawasan berkelanjutan dan dukungan oleh staf profesional."
118CWL049_1659_1850,test,3.37,2.75,3.5,"Sebagai Mak comblang, Anda akan menerima deskripsi ""pasangan Anda"" dan diidentifikasi sebagai Mak comblang pada sebuah plakat di kantor Big Sisters, di buletin agensi dan laporan tahunan."
118CWL049_1857_1918,train,3.2,3.1,3.0,Hari ini Big Sisters melayani lebih dari 1.000 anak perempuan di Indiana tengah.
118CWL049_18_32,train,3.1,3.1,3.1,6 Agustus 1998
118CWL049_1919_1974,train,2.5,3.2,3.1,"Tetapi untuk setiap gadis yang dilayani, lebih banyak yang tidak terlayani."
118CWL049_1975_2035,test,2.8,3.0,2.8,Lebih dari 235 gadis saat ini sedang menunggu Big Sister.
118CWL049_2036_2156,train,3.9,3.6,3.5,Bayangkan perbedaan yang bisa dibuat komunitas jika setiap kongregasi menjanjikan dukungannya terhadap satu pertandingan Big Sisters!
118CWL049_217_304,train,2.88,3.12,3.12,Cukup sulit baginya untuk membuat keputusan yang baik ketika dia dikelilingi oleh dukungan.
118CWL049_2264_2274,train,3.11,3.11,3.11,Dengan Hormat
118CWL049_305_337,train,2.57,3.14,3.0,Bahkan lebih sulit ketika dia tidak.
118CWL049_344_462,train,3.28,3.0,3.14,"Big Sisters membantu mengisi kekosongan itu dengan mencocokkan sukarelawan dewasa yang peduli dan bertanggung jawab dengan gadis-gadis berisiko, usia 8-14 tahun."
118CWL049_39_51,train,3.3,2.8,3.0,Teman:
118CWL049_463_669,train,3.3,3.0,3.0,"Kakak adalah seorang mentor, teman dan panutan, membantu seorang gadis muda untuk mengembangkan kepercayaan diri dan keterampilan hidup yang diperlukan untuk menjadi orang dewasa yang bertanggung jawab, produktif dan sukses."
118CWL049_58_70,train,3.0,2.9,2.9,Remaja.
118CWL049_670_765,dev,3.5,3.4,3.5,Kontribusi $ 1.000 Anda dapat menempatkan mentor dalam kehidupan seorang anak - dan harapan di masa depan seorang anak.
118CWL049_71_216,train,3.0,3.14,3.0,"Ini adalah waktu yang sangat penting dalam kehidupan seorang gadis muda-ketika perubahan kecil dalam perilakunya, atau pilihan yang dia buat, dapat mempengaruhi masa depannya."
118CWL049_772_1154,train,3.2,3.0,3.2,"Hasil studi 18 bulan yang diselesaikan oleh Public/Private Ventures menunjukkan bahwa anak-anak yang berpartisipasi dalam pertandingan Big Sister dan Big Brother satu-ke-satu hanya selama satu tahun, mengurangi penggunaan narkoba pertama kali sebesar 46%; menurunkan ketidakhadiran sekolah sebesar 52%; mengurangi perilaku agresif sebesar 33%; peningkatan kinerja sekolah; dan meningkatkan hubungan dengan keluarga dan teman."
118CWL050_1092_1209,train,3.0,2.9,3.0,Sebuah studi baru-baru ini oleh Public / Private Ventures (PPV) menunjukkan bahwa anak perempuan yang memiliki Kakak Perempuan hanya untuk satu tahun:
118CWL050_111_133,dev,3.2,2.6,3.0,"Bapak Filantropi yang terhormat,"
118CWL050_1216_1250,train,3.7,3.1,3.2,mengurangi penggunaan narkoba pertama kali sebesar 46%
118CWL050_1251_1284,train,3.3,2.5,3.1,menurunkan ketidakhadiran sekolah sebesar 52%
118CWL050_1291_1318,train,3.2,3.0,3.1,mengurangi perilaku kekerasan sebesar 33%
118CWL050_1319_1398,dev,3.5,2.7,3.0,Peningkatan kinerja sekolah menunjukkan peningkatan hubungan teman sebaya dan keluarga
118CWL050_1405_1497,test,3.29,3.14,3.0,"Mantan Little Sister Amy, sekarang berusia 18 tahun, adalah bukti program Big Sisters."
118CWL050_140_228,train,3.2,3.3,3.2,"""Urgensi yang Anda rasakan untuk melakukan perubahan hanyalah sejauh mana perubahan akan dilakukan."
118CWL050_1504_1554,test,3.3,3.0,3.2,"""Saya dicocokkan dengan kakak perempuan saya pada bulan Juni 1992."
118CWL050_1555_1665,test,3.6,3.0,3.2,"Sejak itu, dia dan saya menjadi sangat dekat dan saya dapat mengalami banyak hal baru."
118CWL050_1666_1826,test,3.2,2.7,3.2,"Kami pergi ke bioskop, makan malam, konser, dan hal-hal lain seperti itu, tetapi saya juga dapat berpartisipasi dalam acara amal dan hal-hal jenis penggalangan dana."
118CWL050_1833_1925,dev,3.8,3.4,3.3,"Saya tidak hanya bersenang-senang dengan Kakak perempuan saya, tetapi saya juga belajar banyak darinya."
118CWL050_18_33,train,2.9,3.1,3.1,10 Agustus 1999
118CWL050_1926_2046,train,3.7,3.3,3.4,"Saya menjadi lebih berpikiran terbuka, lebih bertanggung jawab, dan, yang paling penting, saya telah mendapatkan lebih banyak kepercayaan diri."
118CWL050_2047_2151,train,4.0,3.1,2.9,Saya sangat berterima kasih kepada program Big Sisters karena mengizinkan saya kesempatan yang sangat istimewa ini.
118CWL050_2158_2235,train,3.33,3.11,3.11,"Pada tahun 1998, Big Sisters melayani 972 anak muda melalui banyak programnya."
118CWL050_2236_2264,train,2.9,3.0,2.8,Tapi kebutuhannya masih besar.
118CWL050_2265_2324,train,2.38,3.0,2.88,Lebih dari 170 anak muda masih menunggu seorang mentor.
118CWL050_229_253,train,3.0,3.14,3.29,Jangan duduk yang satu ini.
118CWL050_2331_2435,dev,3.0,2.9,3.0,Anda adalah bagian penting dalam memastikan orang-orang muda ini cocok dengan mentor dewasa yang peduli.
118CWL050_2436_2656,train,3.0,3.0,3.0,"Apakah Anda akan memberikan hadiah keuangan kepada Big Sisters pada tahun 1999 yang akan memastikan bahwa lebih banyak orang muda menerima bimbingan yang mereka butuhkan, bahwa lebih banyak orang muda tetap bersekolah, menjauhi narkoba dan membuat pilihan yang baik?"
118CWL050_254_274,train,2.83,3.0,3.5,Jangan bermain aman.
118CWL050_2663_2741,train,3.5,3.12,3.38,Kontribusi Anda akan digunakan untuk merekrut dan mempertahankan sukarelawan berkualitas.
118CWL050_2742_2992,test,3.14,2.86,3.14,"Ini juga akan digunakan untuk membantu memelihara infrastruktur yang mendorong dan mendukung pengembangan hubungan yang efektif, termasuk orientasi dan pelatihan sukarelawan serta pengawasan dan dukungan berkelanjutan oleh staf profesional."
118CWL050_275_347,train,3.29,2.71,3.29,Memahami dunia dan mengubahnya di mana ia perlu diubah ...
118CWL050_2993_3028,train,3.5,3.88,3.5,Tahun ini hadiah Anda bisa lebih jauh!
118CWL050_3035_3195,dev,3.1,2.9,3.1,Hadiah sebesar $ 100 atau lebih akan dicocokkan berkat Hibah Tantangan Ulang Tahun ke-25 $ 100.000 khusus dan akan ditempatkan di Growth For Girls Fund.
118CWL050_3196_3320,train,3.2,3.2,3.1,Dana ini akan mendukung tujuan memiliki 550 hubungan mentoring pada akhir tahun 1999 dan 1.200 pada akhir tahun 2004.
118CWL050_3327_3457,train,3.0,3.1,3.2,"Jika Anda ingin mengetahui lebih lanjut tentang program Big Sisters, silakan hubungi kami, (317) 634-6102 dan mintalah Ellen Robinson."
118CWL050_3458_3527,train,3.6,3.1,3.1,"Terima kasih banyak atas waktu, perhatian, dan pertimbangan Anda."
118CWL050_348_378,train,3.22,3.0,3.33,Jadikan masyarakat kita lebih baik.
118CWL050_3534_3544,train,3.17,2.67,3.0,Dengan Hormat
118CWL050_3602_3606,train,3.0,2.8,3.0,PS
118CWL050_3607_3658,train,3.4,3.7,3.0,"Ketika Anda memberi kepada Big Sisters, Anda bisa mendapatkan 50% kembali!"
118CWL050_3659_3849,train,3.1,2.7,3.0,"Untuk kontribusi minimum $ 250, Anda memenuhi syarat untuk kredit pajak negara bagian Indiana 50% melalui Program Bantuan Lingkungan Departemen Perdagangan Indiana (NAP)."
118CWL050_379_453,dev,3.5,3.0,3.2,"Buatlah dunia yang layak bagi anak-anak yang akan ditanggung oleh generasi Anda."""
118CWL050_3850_3892,train,2.8,2.9,2.8,Sejumlah kredit terbatas tersedia.
118CWL050_3893_4019,train,3.0,2.9,3.1,"Untuk menerima formulir aplikasi, centang kotak NAP pada kartu janji terlampir atau hubungi kami, (317) 634-6102, ext. 20."
118CWL050_40_104,train,3.0,2.5,3.0,"Mr. Caring Philanthropy 01234 Giving Way Contribution, USA 56789"
118CWL050_454_467,train,3.0,2.8,3.0,- Carl Sagan
118CWL050_474_564,train,3.25,2.75,3.37,Anda dapat membantu membuat perubahan positif dalam kehidupan remaja berisiko di Indiana tengah.
118CWL050_565_768,dev,2.5,3.1,2.9,"Kita sering mendengar tentang kemiskinan ekonomi, tetapi apa yang beberapa dari orang-orang muda ini tumbuh dengan kemiskinan emosional - mereka sering menyerah pada harapan dan kemungkinan masa depan yang sukses."
118CWL050_769_810,train,3.2,3.2,3.2,"Dengan bantuan Anda, kami dapat mengubahnya."
118CWL050_817_929,train,3.6,3.4,3.2,Banyak Little Sister bersiap untuk kembali ke sekolah musim gugur ini dengan penuh harapan dan dengan pandangan positif.
118CWL050_930_1091,train,3.8,3.6,3.3,"Terima kasih kepada sukarelawan Big Sisters kami, orang-orang muda ini percaya diri, percaya pada diri mereka sendiri dan mulai menyadari potensi penuh mereka."
119CWL041_1109_1187,train,3.29,3.14,3.14,Silakan pertimbangkan untuk bergabung dengan Meja Bundar Ketua dengan hadiah $ 1.000.
119CWL041_1188_1245,train,3.3,3.0,3.1,Saya telah melampirkan kartu janji untuk kenyamanan Anda.
119CWL041_1246_1415,train,3.0,2.86,2.71,"Kami ingin mengumumkan keberhasilan kampanye tahun ini pada Pertemuan Tahunan pada tanggal 27 April, jadi harap kembalikan janji atau hadiah Anda dalam 30 hari ke depan."
119CWL041_140_221,train,3.25,3.25,3.38,"Sebagai mantan anggota dewan, keberhasilan YMCA masih penting bagi saya."
119CWL041_1422_1432,train,3.6,3.1,3.1,Terima kasih.
119CWL041_1439_1449,train,3.4,3.0,3.4,Dengan Hormat
119CWL041_1456_1479,train,3.0,2.8,3.0,"Richard H. Gilbert, Jr."
119CWL041_1480_1532,train,3.2,2.9,3.0,Mantan Anggota Dewan YMCA dari Greater Indianapolis
119CWL041_18_32,train,3.0,3.0,3.0,29 Maret 1999
119CWL041_222_312,train,3.0,3.0,3.25,Kita harus dapat menjangkau semua pemuda dan keluarga yang tertarik dengan program berbasis nilai.
119CWL041_373_423,train,3.2,2.9,3.1,Inisiatif baru di pusat kota sedang berlangsung.
119CWL041_39_64,test,3.0,2.8,3.0,"Nama Alamat Kota, ST Zip"
119CWL041_424_593,test,3.38,3.12,3.25,"Urban Mission Branch menjangkau remaja sekolah menengah dengan program-program yang didasarkan pada kepedulian, kejujuran, rasa hormat dan tanggung jawab untuk diri mereka sendiri dan orang lain."
119CWL041_600_684,train,2.8,3.0,2.9,"Bagi sebagian orang, ini adalah pesan yang sangat berbeda dari yang terdengar di jalan."
119CWL041_71_81,train,3.0,2.8,3.0,Nama yang terhormat:
119CWL041_851_942,dev,3.2,3.0,3.0,Anda telah berbagi dalam visi dan kepemimpinan YMCA of Greater Indianapolis.
119CWL041_88_139,train,3.0,3.0,3.0,Kampanye Invest in Youth 1999 sedang berjalan lancar.
119CWL041_943_1108,train,3.25,2.87,3.25,"Sekarang saya mengundang Anda untuk terus mendukung misi dan pesan yang sangat penting untuk membangun anak-anak yang kuat, keluarga yang kuat dan komunitas yang kuat."
20000410_nyt-NEW_1101_1237,train,3.0,3.0,3.0,"Pengunjung terakhir saat itu adalah AS. Bill Richardson dari New Mexico, yang pergi untuk membantu sepasang pengusaha minyak AS dalam masalah diplomatik."
20000410_nyt-NEW_1241_1336,train,3.0,2.56,2.89,"Hall terbang ke Amman, Yordania, pada hari Jumat, di mana dia akan bermalam sebelum berkendara ke Irak."
20000410_nyt-NEW_1374_1422,train,3.0,2.71,3.0,Hall akan kembali ke Washington pada 22 April.
20000410_nyt-NEW_1426_1455,train,3.0,3.0,3.12,Cerita Filed By Cox Surat Kabar
20000410_nyt-NEW_284_564,train,2.8,3.3,2.8,"Demokrat Dayton, yang telah melakukan perjalanan ke titik-titik krisis lainnya termasuk Sierra Leone dan Korea Utara, akan menghabiskan tiga hari mengunjungi rumah sakit dan fasilitas lainnya untuk mencari pemahaman mengapa bantuan tidak efektif dalam membendung kekurangan gizi dan masalah medis lainnya."
20000410_nyt-NEW_47_77,train,3.17,2.83,3.17,Oleh Scott Montgomery Washington
20000410_nyt-NEW_568_743,train,2.6,3.1,2.9,"Irak telah berada di bawah sanksi ekonomi sejak perang berakhir, yang beberapa orang katakan telah menggagalkan kemampuan negara itu untuk pulih dari kehancuran kampanye pemboman."
20000410_nyt-NEW_747_883,train,2.22,3.11,2.67,"Perang Teluk Persia menghancurkan banyak infrastruktur medis negara itu, menurut sebuah laporan oleh Organisasi Kesehatan Dunia."
20000410_nyt-NEW_81_280,test,2.9,2.9,3.0,"wartaperang - Pemerintah Irak telah setuju untuk membiarkan US Rep Tony Hall mengunjungi negara itu minggu depan untuk menilai krisis kemanusiaan yang telah membusuk sejak Perang Teluk 1990, kantor Hall mengatakan Senin."
20000410_nyt-NEW_888_984,train,2.5,2.9,2.8,"Pada tahun 1996 WHO menemukan bahwa sebagian besar penduduk ada dalam keadaan ""semi kelaparan."""
20000410_nyt-NEW_988_1100,train,3.0,3.1,3.2,"Hall akan menjadi anggota Kongres kedua yang melakukan perjalanan di Irak sejak perang, menurut kantor Hall."
20000410_nyt-NEW_9_43,train,3.1,2.7,3.0,Irak Bebaskan Kunjungan Pejabat Ohio
20000415_apw_eng-NEW_1244_1347,dev,2.6,3.3,3.0,"Pemerintah Irak menyalahkan embargo atas kekurangan gizi, kematian bayi dan kesulitan lainnya."
20000415_apw_eng-NEW_1351_1507,train,2.82,3.0,3.27,Sanksi tidak dapat dicabut sampai inspektur PBB menyatakan bahwa Irak telah menghilangkan senjata pemusnah massal dan sarana untuk memproduksinya.
20000415_apw_eng-NEW_1508_1579,train,2.5,2.7,2.9,Irak mengatakan telah melakukannya dan telah melarang inspektur sejak akhir 1998.
20000415_apw_eng-NEW_1583_1631,train,3.1,3.1,3.1,Setidaknya satu anggota kongres lainnya telah mengunjungi Irak.
20000415_apw_eng-NEW_1632_1735,train,3.0,3.0,3.0,Menteri Energi Bill Richardson pergi ke Baghdad pada tahun 1995 saat menjadi perwakilan untuk New Mexico.
20000415_apw_eng-NEW_257_462,dev,2.86,3.0,3.14,"Hall, seorang Demokrat Ohio dan salah satu dari sedikit anggota kongres AS yang mengunjungi Irak sejak Perang Teluk 1991 atas Kuwait, dijadwalkan untuk memulai perjalanan darat 12 jam ke ibukota Irak, Baghdad."
20000415_apw_eng-NEW_466_657,train,3.12,2.87,3.25,"Dia tidak berbicara kepada wartawan di Yordania, tetapi dia mengatakan kepada The Associated Press sebelum meninggalkan Amerika Serikat bahwa dia berharap untuk ""memisahkan pekerjaan kemanusiaan dari masalah politik."""
20000415_apw_eng-NEW_47_65,train,3.0,3.09,3.09,"AMMAN, Yordania (AP)"
20000415_apw_eng-NEW_662_840,train,2.2,3.2,3.1,"Selama empat hari di Irak, Hall mengatakan dia ingin menyelidiki laporan dari badan-badan bantuan bahwa seperempat anak-anak Irak mungkin menderita kekurangan gizi kronis."
20000415_apw_eng-NEW_66_253,train,2.9,3.2,2.8,"Perwakilan AS Tony Hall tiba di Yordania pada hari Sabtu dalam perjalanan ke Irak, di mana ia diperkirakan akan melihat penderitaan rakyat Irak setelah hampir 10 tahun sanksi perdagangan PBB."
20000415_apw_eng-NEW_844_984,train,3.0,2.86,3.0,Dia mengatakan dia akan memberi perhatian khusus pada apa yang terjadi pada makanan dan obat-obatan yang memasuki negara itu di bawah program minyak untuk pangan PBB.
20000415_apw_eng-NEW_985_1240,dev,2.7,3.4,3.1,"Jika pasokan tidak mencapai orang-orang yang membutuhkannya, Hall mengatakan, dia ingin mengetahui apakah PBB atau badan-badan bantuan perlu menangani hal-hal secara berbeda, atau apakah ""Irak perlu keluar dari jalan dan membiarkan kita melakukan pekerjaan itu."""
20000415_apw_eng-NEW_9_43,train,3.11,2.89,3.0,Anggota Kongres Ohio Tiba di Yordania
20000419_apw_eng-NEW_1062_1183,test,2.57,3.29,3.57,"Irak mengatakan Amerika Serikat dan Inggris menahan pengiriman pasokan yang dibutuhkan, menggunakan pengaruh mereka di PBB."
20000419_apw_eng-NEW_115_351,train,3.1,2.7,3.0,"Seorang anggota parlemen Amerika yang menilai dampak sanksi-sanksi PBB terhadap Irak hari Rabu mengatakan penting tidak hanya memaksa Baghdad menyerahkan senjata pemusnah massalnya, tetapi juga berbuat lebih banyak untuk meringankan kesulitan rakyat Irak biasa."
20000419_apw_eng-NEW_1184_1349,train,2.9,3.3,3.3,Pemerintah Amerika mengatakan ingin memastikan bahwa Irak tidak membeli barang-barang yang tampaknya bersifat kemanusiaan tetapi dapat digunakan untuk membuat senjata.
20000419_apw_eng-NEW_355_564,train,2.89,3.0,2.89,"Rep. Tony Hall, D-Ohio, tidak menyerukan pencabutan sanksi yang dikenakan pada Irak atas invasi 1990 ke Kuwait, tetapi mengatakan PBB harus memastikan bahwa sanksi tidak menyakiti warga Irak yang tidak bersalah."
20000419_apw_eng-NEW_49_94,train,3.0,3.0,3.0,"Oleh HASSAN ABDULWAHAB, Penulis Associated Press"
20000419_apw_eng-NEW_568_766,test,2.87,2.75,3.13,"""Itu sangat, sangat penting"" untuk memaksa Irak melepaskan diri dari senjata pemusnah massal sehingga ""tidak dapat menggunakan atau mengekspornya ke negara lain,"" katanya kepada Associated Press Television News."
20000419_apw_eng-NEW_770_902,test,3.0,3.0,3.12,Namun dia bersikeras masyarakat internasional dapat melakukan pekerjaan yang jauh lebih baik dalam membantu Irak menangani masalah ekonomi dan kesehatannya.
20000419_apw_eng-NEW_906_1058,train,3.0,3.0,3.0,"Salah satu caranya adalah mempercepat aliran pasokan kesehatan dan komoditas mendesak lainnya ke negara itu di bawah program kemanusiaan PBB, katanya."
20000419_apw_eng-NEW_95_111,dev,2.83,2.66,2.83,"BASRA, Irak (AP)"
20000419_apw_eng-NEW_9_45,train,3.12,3.38,3.25,Anggota parlemen mengajukan banding untuk warga Irak yang tidak bersalah
20020731-nyt_10070_10259,train,2.75,3.12,3.0,Amerika Serikat memutuskan hampir semua hubungan militer dengan Indonesia pada tahun 1999 setelah pasukannya terlibat dalam kekerasan yang melanda Timor Timur setelah wilayah itu memilih kemerdekaan.
20020731-nyt_10260_10540,train,3.1,3.1,3.2,"Pada hari Kamis, Powell dan perwakilan dari negara-negara kelompok Asia, termasuk Indonesia, diperkirakan akan menandatangani deklarasi yang menjanjikan kerja sama untuk mencegah terorisme dengan berbagi informasi, memblokir dana, memperketat perbatasan dan membuatnya sulit untuk menggunakan dokumen perjalanan palsu."
20020731-nyt_10541_10760,train,2.7,3.0,3.2,"""Kami menyadari bahwa terorisme adalah ancaman global dan bahwa tindakan terorisme dan kejahatan transnasional yang mengganggu, yang terus mengancam perdamaian dan stabilitas dunia, harus ditangani oleh masyarakat internasional,"" katanya."
20020731-nyt_10541_10807,train,2.89,2.89,3.22,"""Kami menyadari bahwa terorisme adalah ancaman global dan bahwa tindakan terorisme dan kejahatan transnasional yang mengganggu, yang terus mengancam perdamaian dan stabilitas dunia, harus ditangani oleh masyarakat internasional,"" kata para menteri dalam sebuah komunike pada hari Selasa."
20020731-nyt_10808_10992,train,3.0,2.88,3.12,"Powell adalah salah satu perwakilan dari 13 negara di luar Asia Tenggara, termasuk China, Jepang dan Rusia, yang mengambil bagian dalam pertemuan tahunan forum regional kelompok itu."
20020731-nyt_10993_11157,train,2.9,3.2,3.0,"Terorisme mendominasi agenda, meskipun kemungkinan pertemuan di sini antara Powell dan mitranya dari Korea Utara, Paek Nam Sun, telah menghasilkan berita paling banyak."
20020731-nyt_11158_11271,train,3.0,2.71,3.0,Ini akan menjadi kontak tingkat tertinggi antara Amerika Serikat dan Korea Utara sejak Presiden Bush menjabat.
20020731-nyt_11272_11418,train,3.0,3.0,3.1,"Powell menuju ke ibukota Indonesia, Jakarta, Kamis malam sebelum menyelesaikan perjalanan selama seminggu melalui wilayah tersebut di Filipina pada hari Sabtu."
20020731-nyt_1140_1306,train,2.9,2.9,3.1,Tindakan komite datang enam bulan setelah jaksa federal mengakhiri penyelidikan kriminal yang panjang terhadap kegiatan Torricelli tanpa mengajukan tuntutan pidana.
20020731-nyt_11419_11553,train,3.2,2.7,3.1,"Dia mengatakan bahwa ketika dia tiba di Jakarta, dia akan memiliki ""beberapa ide dan beberapa inisiatif"" untuk disampaikan kepada Presiden Megawati Soekarnoputri."
20020731-nyt_11473_11506,train,3.0,2.8,3.1,"""Beberapa ide dan beberapa inisiatif"""
20020731-nyt_11554_11817,test,2.86,3.29,3.14,Indonesia sudah menerima $ 400.000 pada tahun fiskal saat ini untuk program pelatihan sipil dan akan menerima jumlah yang sama tahun depan; dan Amerika Serikat mengharapkan untuk memberikan tambahan $ 16 juta tahun ini untuk melatih petugas polisi dalam kontraterorisme.
20020731-nyt_11818_11969,train,3.0,2.9,2.9,"Pada saat yang sama, Pentagon sedang meninjau bagaimana mengalokasikan $ 17 juta lagi dalam ""beasiswa kontraterorisme,"" beberapa di antaranya bisa masuk ke Indonesia."
20020731-nyt_11901_11932,train,2.9,3.0,3.1,"""Beasiswa Kontraterorisme,"""
20020731-nyt_11970_12165,train,3.11,3.0,3.11,"Tetapi seorang pejabat senior Departemen Luar Negeri juga mengakui bahwa beberapa orang di pemerintahan dan Kongres mendorong kerja sama militer yang lebih langsung, yang akan membutuhkan persetujuan kongres."
20020731-nyt_12166_12359,train,3.13,3.25,3.5,"""Saya pikir mereka menyadari bahaya yang kita semua hadapi dan saya pikir mereka telah bekerja sama lebih penuh dengan kita seiring berjalannya waktu, dan saya cukup yakin bahwa Ibu Megawati berkomitmen untuk tujuan ini,"""
20020731-nyt_12166_12385,train,3.0,2.89,3.22,"""Saya pikir mereka menyadari bahaya yang kita semua hadapi dan saya pikir mereka telah bekerja sama lebih penuh dengan kita seiring berjalannya waktu, dan saya cukup yakin bahwa Nyonya Megawati berkomitmen untuk tujuan ini,"" kata Powell di Singapura."
20020731-nyt_12386_12570,train,3.2,3.1,3.1,"Dia bertemu di sana dengan Perdana Menteri Goh Chok Tong, yang mendukung gagasan hubungan militer baru antara Amerika Serikat dan Indonesia sebagai langkah penting dalam menstabilkan negara itu."
20020731-nyt_12571_12746,train,2.7,3.1,3.2,"Powell berpendapat bahwa tidak konsisten untuk ingin mendorong kerja sama bahkan dengan organisasi seperti militer Indonesia, yang memiliki sejarah pelanggaran hak asasi manusia."
20020731-nyt_12747_12920,dev,3.1,3.0,3.1,"""Jika Anda mendapatkan perwira muda, paparkan mereka ke organisasi militer yang berada dalam institusi politik demokratis, seperti Amerika Serikat, maka itu menular pada mereka,"" katanya."
20020731-nyt_12747_12929,train,2.82,2.91,3.09,"""Jika Anda mendapatkan perwira muda, paparkan mereka ke organisasi militer yang berada dalam institusi politik demokratis, seperti Amerika Serikat, maka itu menular pada mereka,"" katanya."
20020731-nyt_12930_13027,train,3.0,2.62,3.0,"Di Malaysia, Powell bertemu dengan Perdana Menteri Mahathir Mohamad, yang telah memimpin negara itu sejak 1981."
20020731-nyt_13028_13273,test,3.2,3.2,3.0,"Menteri Luar Negeri Malaysia, Syed Hamid Albar, kemudian mengatakan kepada wartawan lokal bahwa Powell telah mengusulkan agar pejabat Amerika dan Malaysia meninjau gagasan pembentukan pusat pelatihan regional di Malaysia untuk mengoordinasikan kegiatan antiterorisme."
20020731-nyt_1307_1519,train,2.75,3.0,3.25,"Panel etika, di mana bukti dari kasus pidana diteruskan, menyimpulkan tinjauannya tepat ketika Torricelli sedang mempersiapkan kampanyenya untuk pemilihan kembali melawan kandidat Partai Republik, Douglas R. Forrester."
20020731-nyt_13274_13468,train,2.67,2.89,3.0,Kunjungan singkatnya di Malaysia juga menyoroti ambiguitas moral dari upaya untuk mencegah terorisme dan penekanannya pada kerja sama dengan pemerintah yang sering dikritik Amerika Serikat.
20020731-nyt_13469_13724,train,2.7,3.0,2.9,"Amerika Serikat pernah menjauhkan diri dari Mahathir karena taktik senjata kuat dengan saingan politik, dan kelompok-kelompok hak asasi manusia mengkritiknya karena menangkap dan memenjarakan sejumlah tersangka militan, termasuk beberapa yang mungkin terkait dengan al-Qaida, tanpa pengadilan."
20020731-nyt_13725_13978,test,2.8,3.2,2.8,"Powell mengatakan diskusinya dengan Mahathir ""menyentuh kasus"" mantan wakilnya, Anwar Ibrahim, yang menjalani hukuman 15 tahun atas tuduhan sodomi dan penyalahgunaan kekuasaan setelah persidangan yang menurut Powell ""selalu dirasakan"" cacat."
20020731-nyt_13952_13965,train,3.0,3.11,2.89,"""selalu terasa"""
20020731-nyt_13979_14282,train,2.9,3.1,3.2,"Asisten menteri luar negeri untuk urusan Asia Timur dan Pasifik, James Kelly, bertemu pada Selasa pagi dengan istri Anwar, Wan Azizah Wan Ismail, untuk apa yang kemudian dia katakan kepada wartawan Malaysia adalah diskusi tentang penahanan suaminya dan enam pendukungnya, dan kampanye melawan terorisme."
20020731-nyt_140_161,train,1.86,3.0,3.0,"""ditegur dengan keras"""
20020731-nyt_14361_14544,train,3.3,3.2,3.2,"Microsoft berencana untuk mengumumkan pada hari Rabu kemitraan dengan AT &T Wireless Services untuk menawarkan perangkat lunak untuk perangkat nirkabel dan layanan, seseorang yang dekat dengan pembicaraan mengatakan Selasa malam."
20020731-nyt_14545_14799,train,2.9,3.0,2.9,Kesepakatan itu akan menjadi bagian dari upaya Microsoft untuk mendaftarkan operator nirkabel untuk menggunakan apa yang disebut perangkat lunak ponsel pintar – versi sistem operasi Windows yang dikupas – dan layanan yang dikembangkan Microsoft sebagai bagian dari strategi Internet .Net-nya.
20020731-nyt_14800_14850,train,2.9,2.7,3.1,Baik Microsoft maupun AT&T Wireless tidak akan berkomentar.
20020731-nyt_14851_14939,train,3.3,2.8,3.3,Pasar utama untuk kemitraan Microsoft-AT&T diharapkan menjadi pelanggan bisnis.
20020731-nyt_14940_15044,train,2.7,2.9,2.9,Upaya Microsoft untuk membujuk operator nirkabel untuk menggunakan sistem operasi ponselnya telah berjuang.
20020731-nyt_15045_15159,train,2.9,3.0,2.9,"Ini telah mengalami tentangan khusus dari perusahaan yang selaras dengan Nokia, yang telah mengembangkan perangkat lunak yang bersaing."
20020731-nyt_15160_15309,train,3.4,3.1,3.5,"Tetapi potensi keuntungan Microsoft, kata para analis, adalah kemampuannya untuk menghubungkan perangkat lunak ponselnya ke perangkat lunak PC desktop-nya, kubu Microsoft."
20020731-nyt_1520_1662,train,2.9,2.9,3.0,"Setelah berbulan-bulan di mana jajak pendapat menunjukkan Torricelli jauh di depan saingannya dari Partai Republik yang relatif tidak dikenal, kontes telah menyempit dalam beberapa pekan terakhir."
20020731-nyt_15310_15443,train,3.0,3.0,3.0,"Pelanggan yang menginginkan akses ke email desktop Microsoft, dokumen, dan informasi kalender dapat memilih teknologi nirkabel Microsoft."
20020731-nyt_15444_15550,test,3.0,2.7,3.0,"Dalam beberapa bulan terakhir, Microsoft telah mengumumkan kemitraan dengan operator nirkabel seperti Verizon dan Sprint PCS."
20020731-nyt_15601_15839,train,3.1,3.2,3.1,"Kurang dari tiga minggu setelah pemain luar Cliff Floyd diimpor ke Montreal untuk memainkan peran penting dalam rencana playoff Expos, ia diperdagangkan ke Boston Selasa malam untuk mencoba apa yang diharapkan Red Sox akan menjadi rencana postseason mereka."
